day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457120	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123457120	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123457120	235	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123457120	234	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123457120	233	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
5	123457120	230	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	1
6	123457120	230	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	1
7	123457120	230	3	6	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	1
8	123457120	229	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	1
9	123457120	227	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	2
10	123457120	224	6	7	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	2
11	123457120	220	7	9	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	[]	0	2
12	123457120	212	12	12	4	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	2
13	123457120	212	9	14	5	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	2
14	123457120	212	8	14	6	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	2
15	123457120	210	7	12	11	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	2
16	123457120	205	9	12	14	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	2
17	123457120	203	8	11	18	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	3
18	123457120	202	7	13	18	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	[]	0	3
19	123457120	198	0	1	1	4	4	12	20	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	3
20	123457120	198	0	1	1	4	4	11	21	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	3
21	123457120	198	0	1	1	4	3	10	23	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	3
22	123457120	198	0	0	2	4	2	11	23	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	2
23	123457120	198	0	0	2	4	1	12	23	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	2
24	123457120	198	0	0	2	4	1	9	26	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	2
25	123457120	198	0	0	2	4	0	10	26	0	0	0	0	0	0	0	0	36	0	0	2	0	0	[2A 3A]	2	2
26	123457120	198	0	0	2	4	0	10	26	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
27	123457120	198	0	0	2	4	0	9	27	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
28	123457120	198	0	0	2	4	0	5	31	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
29	123457120	198	0	0	2	4	0	5	31	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
30	123457120	198	0	0	2	4	0	5	31	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
31	123457120	198	0	0	2	4	0	4	32	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
32	123457120	198	0	0	2	4	0	4	32	0	0	0	0	0	0	0	0	46	0	0	2	0	0	[2A 3A]	2	2
33	123457120	202	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[]	0	0
34	123457120	202	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[]	0	0
35	123457120	202	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	2	0	0	[]	0	0
