,trace,day,type
0,0,29,External screening
1,1,28,External screening
2,2,3,School screening
3,3,10,School screening
4,4,0,-
5,5,30,External screening
6,6,20,External screening
7,7,17,School screening
8,8,10,External screening
9,9,12,External screening
10,10,16,External screening
11,11,10,School screening
12,12,8,External screening
13,13,10,School screening
14,14,17,School screening
15,15,10,School screening
16,16,0,-
17,17,3,School screening
18,18,15,External screening
19,19,12,External screening
20,20,0,-
21,21,24,External screening
22,22,3,School screening
23,23,10,School screening
24,24,16,External screening
25,25,15,External screening
26,26,24,School screening
27,27,3,School screening
28,28,19,External screening
29,29,28,External screening
30,30,1,External screening
31,31,7,External screening
32,32,24,School screening
33,33,10,External screening
34,34,10,School screening
35,35,17,School screening
36,36,10,School screening
37,37,0,-
38,38,0,-
39,39,17,External screening
40,40,0,-
41,41,17,School screening
42,42,3,School screening
43,43,0,-
44,44,15,External screening
45,45,23,External screening
46,46,8,External screening
47,47,6,External screening
48,48,10,School screening
49,49,9,External screening
50,50,17,School screening
51,51,0,-
52,52,0,-
53,53,0,-
54,54,19,External screening
55,55,3,School screening
56,56,10,School screening
57,57,0,-
58,58,31,School screening
59,59,17,School screening
60,60,17,School screening
61,61,7,External screening
62,62,12,External screening
63,63,1,External screening
64,64,3,External screening
65,65,17,School screening
66,66,17,School screening
67,67,3,School screening
68,68,8,External screening
69,69,10,School screening
70,70,14,External screening
71,71,15,External screening
72,72,8,External screening
73,73,16,External screening
74,74,8,External screening
75,75,15,External screening
76,76,13,External screening
77,77,0,-
78,78,0,-
79,79,27,External screening
80,80,17,School screening
81,81,10,School screening
82,82,18,External screening
83,83,24,School screening
84,84,7,External screening
85,85,3,School screening
86,86,3,School screening
87,87,31,School screening
88,88,24,School screening
89,89,0,-
90,90,13,External screening
91,91,17,School screening
92,92,17,External screening
93,93,0,-
94,94,9,External screening
95,95,0,-
96,96,28,External screening
97,97,12,External screening
98,98,3,School screening
99,99,6,External screening
100,100,17,School screening
101,101,26,External screening
102,102,0,-
103,103,3,School screening
104,104,18,External screening
105,105,16,External screening
106,106,10,School screening
107,107,10,School screening
108,108,10,School screening
109,109,28,External screening
110,110,14,External screening
111,111,33,External screening
112,112,3,School screening
113,113,0,-
114,114,6,External screening
115,115,25,External screening
116,116,22,External screening
117,117,19,External screening
118,118,34,External screening
119,119,8,External screening
120,120,21,External screening
121,121,4,External screening
122,122,10,School screening
123,123,21,External screening
124,124,17,School screening
125,125,21,External screening
126,126,20,External screening
127,127,17,School screening
128,128,3,School screening
129,129,17,School screening
130,130,5,External screening
131,131,24,School screening
132,132,25,External screening
133,133,24,School screening
134,134,3,School screening
135,135,9,External screening
136,136,3,School screening
137,137,13,External screening
138,138,24,School screening
139,139,17,School screening
140,140,8,External screening
141,141,15,External screening
142,142,13,External screening
143,143,17,School screening
144,144,7,External screening
145,145,16,External screening
146,146,3,School screening
147,147,17,School screening
148,148,0,-
149,149,24,School screening
150,150,10,External screening
151,151,3,School screening
152,152,10,External screening
153,153,0,-
154,154,14,External screening
155,155,0,-
156,156,5,External screening
157,157,3,School screening
158,158,11,External screening
159,159,13,External screening
160,160,24,School screening
161,161,29,External screening
162,162,13,External screening
163,163,0,-
164,164,10,School screening
165,165,10,School screening
166,166,9,External screening
167,167,0,-
168,168,3,School screening
169,169,21,External screening
170,170,16,External screening
171,171,3,School screening
172,172,10,School screening
173,173,12,External screening
174,174,0,-
175,175,0,-
176,176,17,School screening
177,177,0,-
178,178,26,External screening
179,179,10,School screening
180,180,14,External screening
181,181,10,External screening
182,182,9,External screening
183,183,3,School screening
184,184,11,External screening
185,185,14,External screening
186,186,10,School screening
187,187,24,External screening
188,188,0,-
189,189,20,External screening
190,190,1,External screening
191,191,13,External screening
192,192,0,-
193,193,2,External screening
194,194,10,School screening
195,195,9,External screening
196,196,10,External screening
197,197,31,School screening
198,198,4,External screening
199,199,11,External screening
