day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456872	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456872	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	0	[]	0	0
2	123456872	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	4	0	0	0	0	0	0	0	50	1	[]	0	0
3	123456872	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	5	0	0	0	0	0	0	0	50	1	[]	0	0
4	123456872	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6	0	0	0	0	0	0	0	50	1	[]	0	0
5	123456872	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6	0	0	0	0	0	0	0	50	1	[]	0	0
6	123456872	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	6	0	0	0	0	0	0	0	50	2	[]	0	1
7	123456872	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	120	7	0	0	0	0	0	0	0	50	2	[]	0	1
8	123456872	235	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120	8	0	0	0	0	0	0	0	50	3	[]	0	2
9	123456872	217	2	1	0	18	0	2	0	0	0	0	0	0	0	0	0	240	10	0	1	0	0	0	0	0	50	3	[2C]	1	2
10	123456872	217	1	2	0	18	0	2	0	0	0	0	0	0	0	0	0	240	11	0	1	0	0	0	0	0	50	3	[2C]	1	2
11	123456872	215	3	2	0	18	0	1	1	0	0	0	0	0	0	0	0	240	11	0	1	0	0	0	0	0	50	3	[2C]	1	2
12	123456872	211	6	3	0	18	0	0	2	0	0	0	0	0	0	0	0	240	11	0	1	0	0	0	0	0	50	4	[2C]	1	2
13	123456872	211	6	3	0	18	0	0	2	0	0	0	0	0	0	0	0	240	11	0	1	0	0	0	0	0	50	4	[2C]	1	2
14	123456872	211	6	3	0	18	0	0	2	0	0	0	0	0	0	0	0	240	12	0	1	0	0	0	0	0	50	4	[2C]	1	2
15	123456872	209	7	3	1	18	0	0	2	0	0	0	0	0	0	0	0	240	13	0	1	0	0	0	0	0	50	4	[2C]	1	2
16	123456872	190	7	2	1	34	2	2	2	0	0	0	0	0	0	0	0	350	13	0	2	0	0	0	0	0	50	6	[2C 1C]	2	3
17	123456872	189	7	3	1	34	2	1	3	0	0	0	0	0	0	0	0	350	14	0	2	0	0	0	0	0	50	6	[2C 1C]	2	4
