day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated	num-immunized	num-immunized-in-quarantine	num-immunized-in-quarantine-external-1	num-immunized-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	80	0	0	0	0	[]	0	0
1	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	146	80	0	0	0	0	[]	0	0
2	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	146	80	0	0	0	0	[]	0	0
3	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	146	80	0	0	0	0	[]	0	0
4	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	146	80	0	0	0	0	[]	0	0
5	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	146	80	0	0	0	0	[]	0	0
6	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	146	80	0	0	0	0	[]	0	0
7	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	146	80	0	0	0	0	[]	0	0
8	123456905	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	146	80	0	0	0	0	[]	0	0
9	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	146	80	0	0	0	2	[]	0	0
10	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	146	80	0	0	0	2	[]	0	0
11	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	146	80	0	0	0	2	[]	0	0
12	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	146	80	0	0	0	2	[]	0	0
13	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	146	80	0	0	0	2	[]	0	0
14	123456905	208	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	146	80	0	0	0	2	[]	0	0
