,trace,day,type
0,0,16,School screening
1,1,9,School screening
2,2,15,External screening
3,3,2,School screening
4,4,9,School screening
5,5,5,External screening
6,6,9,School screening
7,7,9,School screening
8,8,9,School screening
9,9,9,School screening
10,10,9,School screening
11,11,16,School screening
12,12,0,-
13,13,9,School screening
14,14,9,School screening
15,15,9,School screening
16,16,2,External screening
17,17,16,School screening
18,18,9,School screening
19,19,21,External screening
20,20,0,-
21,21,16,School screening
22,22,2,External screening
23,23,3,External screening
24,24,23,School screening
25,25,9,School screening
26,26,16,School screening
27,27,9,School screening
28,28,2,School screening
29,29,2,School screening
30,30,2,School screening
31,31,1,External screening
32,32,1,External screening
33,33,8,External screening
34,34,2,School screening
35,35,0,-
36,36,7,External screening
37,37,0,-
38,38,2,School screening
39,39,2,School screening
40,40,2,School screening
41,41,2,School screening
42,42,2,School screening
43,43,9,School screening
44,44,2,School screening
45,45,9,School screening
46,46,9,School screening
47,47,15,External screening
48,48,0,-
49,49,2,School screening
50,50,9,School screening
51,51,0,-
52,52,20,External screening
53,53,9,School screening
54,54,9,School screening
55,55,2,School screening
56,56,2,School screening
57,57,6,External screening
58,58,2,School screening
59,59,1,External screening
60,60,13,External screening
61,61,9,School screening
62,62,9,School screening
63,63,2,School screening
64,64,9,School screening
65,65,2,School screening
66,66,1,External screening
67,67,3,External screening
68,68,9,School screening
69,69,9,School screening
70,70,16,School screening
71,71,0,-
72,72,23,School screening
73,73,2,School screening
74,74,6,External screening
75,75,2,School screening
76,76,6,External screening
77,77,16,School screening
78,78,16,School screening
79,79,9,School screening
80,80,2,School screening
81,81,16,School screening
82,82,16,School screening
83,83,2,School screening
84,84,2,School screening
85,85,0,-
86,86,16,School screening
87,87,23,School screening
88,88,0,-
89,89,2,School screening
90,90,10,External screening
91,91,16,School screening
92,92,9,School screening
93,93,16,School screening
94,94,0,-
95,95,2,School screening
96,96,2,School screening
97,97,2,School screening
98,98,9,School screening
99,99,2,School screening
100,100,9,School screening
101,101,9,External screening
102,102,6,External screening
103,103,0,-
104,104,2,School screening
105,105,16,School screening
106,106,9,School screening
107,107,2,School screening
108,108,16,School screening
109,109,9,School screening
110,110,9,School screening
111,111,9,School screening
112,112,8,External screening
113,113,15,External screening
114,114,9,School screening
115,115,16,School screening
116,116,2,School screening
117,117,2,External screening
118,118,8,External screening
119,119,0,-
120,120,11,External screening
121,121,2,External screening
122,122,2,School screening
123,123,23,School screening
124,124,9,School screening
125,125,2,School screening
126,126,30,School screening
127,127,6,External screening
128,128,9,School screening
129,129,14,External screening
130,130,9,School screening
131,131,16,School screening
132,132,1,External screening
133,133,16,School screening
134,134,2,School screening
135,135,9,School screening
136,136,2,School screening
137,137,11,External screening
138,138,16,School screening
139,139,9,School screening
140,140,9,School screening
141,141,9,School screening
142,142,5,External screening
143,143,2,School screening
144,144,9,School screening
145,145,2,School screening
146,146,0,-
147,147,2,School screening
148,148,2,School screening
149,149,2,School screening
150,150,9,School screening
151,151,2,School screening
152,152,9,External screening
153,153,9,School screening
154,154,2,External screening
155,155,9,School screening
156,156,2,School screening
157,157,4,External screening
158,158,9,School screening
159,159,9,School screening
160,160,16,School screening
161,161,0,-
162,162,14,External screening
163,163,2,School screening
164,164,2,School screening
165,165,9,School screening
166,166,2,School screening
167,167,9,School screening
168,168,2,School screening
169,169,9,School screening
170,170,0,-
171,171,9,School screening
172,172,9,School screening
173,173,2,School screening
174,174,11,External screening
175,175,0,-
176,176,9,School screening
177,177,0,-
178,178,16,School screening
179,179,9,School screening
180,180,2,School screening
181,181,0,-
182,182,9,School screening
183,183,9,School screening
184,184,9,School screening
185,185,2,School screening
186,186,9,School screening
187,187,9,School screening
188,188,1,External screening
189,189,9,School screening
190,190,16,School screening
191,191,0,-
192,192,16,School screening
193,193,9,School screening
194,194,9,School screening
195,195,16,School screening
196,196,2,School screening
197,197,9,School screening
198,198,23,School screening
199,199,16,School screening
