day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123457637	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	0
1	123457637	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
2	123457637	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
3	123457637	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	50	0	0	0	0	[]	0	1
4	123457637	236	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	50	0	0	0	0	[]	0	1
5	123457637	231	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
6	123457637	231	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
7	123457637	231	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
8	123457637	229	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	0	1	0	0	[]	0	1
9	123457637	227	5	4	4	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	0	1	0	0	[]	0	1
10	123457637	226	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	49	0	0	1	0	[]	0	1
11	123457637	222	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	49	0	0	1	0	[]	0	2
12	123457637	214	4	2	0	6	3	5	6	0	0	0	0	0	0	0	0	60	0	0	1	0	0	49	0	0	1	0	[2A]	1	2
13	123457637	214	2	4	0	6	3	4	7	0	0	0	0	0	0	0	0	60	0	0	1	0	0	49	0	0	1	0	[2A]	1	2
14	123457637	214	1	5	0	6	3	3	8	0	0	0	0	0	0	0	0	60	0	0	1	0	0	49	0	0	1	0	[2A]	1	2
15	123457637	209	6	5	0	6	3	2	9	0	0	0	0	0	0	0	0	60	0	0	1	0	0	48	1	0	1	0	[2A]	1	2
16	123457637	204	9	7	0	6	3	2	9	0	0	0	0	0	0	0	0	60	0	0	1	0	0	48	1	0	1	0	[2A]	1	2
17	123457637	202	7	8	3	6	2	3	9	0	0	0	0	0	0	0	0	71	0	0	1	0	0	48	0	1	1	0	[2A]	1	2
18	123457637	201	5	11	3	6	2	2	10	0	0	0	0	0	0	0	0	71	0	0	1	0	0	48	0	1	1	0	[2A]	1	2
19	123457637	200	4	11	5	6	1	2	11	0	0	0	0	0	0	0	0	82	0	0	1	0	0	48	0	1	1	0	[2A]	1	2
20	123457637	200	2	10	8	6	0	3	11	0	0	0	0	0	0	0	0	82	0	0	1	0	0	48	0	1	1	0	[2A]	1	2
