,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,1.0,Total infected,Without screening
1,2.0,1.2522000000000162,Total infected,Without screening
2,3.0,1.6676999999999964,Total infected,Without screening
3,4.0,2.3403999999999883,Total infected,Without screening
4,5.0,3.1311000000000035,Total infected,Without screening
5,6.0,4.0911000000000115,Total infected,Without screening
6,7.0,4.770700000000005,Total infected,Without screening
7,8.0,5.272300000000001,Total infected,Without screening
8,9.0,6.185200000000009,Total infected,Without screening
9,10.0,7.261200000000002,Total infected,Without screening
10,11.0,8.543599999999998,Total infected,Without screening
11,12.0,9.997000000000014,Total infected,Without screening
12,13.0,11.5856,Total infected,Without screening
13,14.0,12.7637,Total infected,Without screening
14,15.0,13.595499999999987,Total infected,Without screening
15,16.0,14.820799999999991,Total infected,Without screening
16,17.0,16.289299999999997,Total infected,Without screening
17,18.0,17.913899999999984,Total infected,Without screening
18,19.0,19.657700000000006,Total infected,Without screening
19,20.0,21.703699999999998,Total infected,Without screening
20,21.0,23.143200000000007,Total infected,Without screening
21,22.0,24.1772,Total infected,Without screening
22,23.0,25.6456,Total infected,Without screening
23,24.0,27.45750000000001,Total infected,Without screening
24,25.0,29.4675,Total infected,Without screening
25,26.0,31.726799999999997,Total infected,Without screening
26,27.0,34.0471,Total infected,Without screening
27,28.0,35.805800000000005,Total infected,Without screening
28,29.0,36.994,Total infected,Without screening
29,30.0,38.86790000000002,Total infected,Without screening
30,31.0,41.06400000000002,Total infected,Without screening
31,32.0,43.574600000000004,Total infected,Without screening
32,33.0,46.202200000000005,Total infected,Without screening
33,34.0,48.96289999999999,Total infected,Without screening
34,35.0,50.992999999999995,Total infected,Without screening
35,1.0,0.9999999999999716,Total infected,Screening 25%
36,2.0,1.2084999999999866,Total infected,Screening 25%
37,3.0,1.61160000000001,Total infected,Screening 25%
38,4.0,2.153099999999995,Total infected,Screening 25%
39,5.0,2.859300000000019,Total infected,Screening 25%
40,6.0,3.677099999999996,Total infected,Screening 25%
41,7.0,4.279300000000006,Total infected,Screening 25%
42,8.0,4.7047999999999774,Total infected,Screening 25%
43,9.0,5.450199999999995,Total infected,Screening 25%
44,10.0,6.34020000000001,Total infected,Screening 25%
45,11.0,7.3887,Total infected,Screening 25%
46,12.0,8.507200000000012,Total infected,Screening 25%
47,13.0,9.680700000000002,Total infected,Screening 25%
48,14.0,10.549499999999995,Total infected,Screening 25%
49,15.0,11.143499999999989,Total infected,Screening 25%
50,16.0,12.018100000000004,Total infected,Screening 25%
51,17.0,12.990999999999985,Total infected,Screening 25%
52,18.0,14.06819999999999,Total infected,Screening 25%
53,19.0,15.171600000000012,Total infected,Screening 25%
54,20.0,16.377399999999994,Total infected,Screening 25%
55,21.0,17.237199999999973,Total infected,Screening 25%
56,22.0,17.84559999999999,Total infected,Screening 25%
57,23.0,18.700700000000012,Total infected,Screening 25%
58,24.0,19.671300000000002,Total infected,Screening 25%
59,25.0,20.74599999999998,Total infected,Screening 25%
60,26.0,21.900000000000006,Total infected,Screening 25%
61,27.0,23.068899999999985,Total infected,Screening 25%
62,28.0,23.922699999999992,Total infected,Screening 25%
63,29.0,24.529899999999998,Total infected,Screening 25%
64,30.0,25.38069999999999,Total infected,Screening 25%
65,31.0,26.407299999999964,Total infected,Screening 25%
66,32.0,27.464799999999997,Total infected,Screening 25%
67,33.0,28.5343,Total infected,Screening 25%
68,34.0,29.65270000000001,Total infected,Screening 25%
69,35.0,30.48520000000002,Total infected,Screening 25%
70,1.0,1.0,Total infected,Screening 50%
71,2.0,1.2092999999999847,Total infected,Screening 50%
72,3.0,1.5722000000000094,Total infected,Screening 50%
73,4.0,2.0725000000000193,Total infected,Screening 50%
74,5.0,2.747399999999999,Total infected,Screening 50%
75,6.0,3.528500000000008,Total infected,Screening 50%
76,7.0,4.114800000000031,Total infected,Screening 50%
77,8.0,4.51509999999999,Total infected,Screening 50%
78,9.0,5.183899999999994,Total infected,Screening 50%
79,10.0,5.9646000000000186,Total infected,Screening 50%
80,11.0,6.845799999999997,Total infected,Screening 50%
81,12.0,7.7672000000000025,Total infected,Screening 50%
82,13.0,8.746100000000013,Total infected,Screening 50%
83,14.0,9.423100000000005,Total infected,Screening 50%
84,15.0,9.90549999999999,Total infected,Screening 50%
85,16.0,10.600700000000018,Total infected,Screening 50%
86,17.0,11.315200000000004,Total infected,Screening 50%
87,18.0,12.072499999999991,Total infected,Screening 50%
88,19.0,12.835200000000015,Total infected,Screening 50%
89,20.0,13.64270000000002,Total infected,Screening 50%
90,21.0,14.24890000000002,Total infected,Screening 50%
91,22.0,14.654300000000035,Total infected,Screening 50%
92,23.0,15.192200000000014,Total infected,Screening 50%
93,24.0,15.81880000000001,Total infected,Screening 50%
94,25.0,16.490100000000012,Total infected,Screening 50%
95,26.0,17.20750000000001,Total infected,Screening 50%
96,27.0,17.897899999999993,Total infected,Screening 50%
97,28.0,18.41040000000001,Total infected,Screening 50%
98,29.0,18.7568,Total infected,Screening 50%
99,30.0,19.234899999999982,Total infected,Screening 50%
100,31.0,19.805800000000005,Total infected,Screening 50%
101,32.0,20.3407,Total infected,Screening 50%
102,33.0,20.91149999999999,Total infected,Screening 50%
103,34.0,21.4794,Total infected,Screening 50%
104,35.0,21.86609999999999,Total infected,Screening 50%
105,1.0,1.0,Total infected,Screening 100%
106,2.0,1.2432000000000016,Total infected,Screening 100%
107,3.0,1.6035999999999717,Total infected,Screening 100%
108,4.0,2.0837999999999965,Total infected,Screening 100%
109,5.0,2.6606999999999914,Total infected,Screening 100%
110,6.0,3.3153000000000077,Total infected,Screening 100%
111,7.0,3.7667999999999893,Total infected,Screening 100%
112,8.0,4.100000000000023,Total infected,Screening 100%
113,9.0,4.584000000000003,Total infected,Screening 100%
114,10.0,5.123700000000014,Total infected,Screening 100%
115,11.0,5.705700000000007,Total infected,Screening 100%
116,12.0,6.267600000000016,Total infected,Screening 100%
117,13.0,6.786100000000033,Total infected,Screening 100%
118,14.0,7.164200000000022,Total infected,Screening 100%
119,15.0,7.4380999999999915,Total infected,Screening 100%
120,16.0,7.76909999999998,Total infected,Screening 100%
121,17.0,8.124099999999999,Total infected,Screening 100%
122,18.0,8.44029999999998,Total infected,Screening 100%
123,19.0,8.779699999999991,Total infected,Screening 100%
124,20.0,9.104800000000012,Total infected,Screening 100%
125,21.0,9.308899999999994,Total infected,Screening 100%
126,22.0,9.466099999999983,Total infected,Screening 100%
127,23.0,9.660899999999998,Total infected,Screening 100%
128,24.0,9.858499999999964,Total infected,Screening 100%
129,25.0,10.068399999999997,Total infected,Screening 100%
130,26.0,10.262599999999992,Total infected,Screening 100%
131,27.0,10.458500000000015,Total infected,Screening 100%
132,28.0,10.57929999999999,Total infected,Screening 100%
133,29.0,10.676399999999973,Total infected,Screening 100%
134,30.0,10.800399999999996,Total infected,Screening 100%
135,31.0,10.92349999999999,Total infected,Screening 100%
136,32.0,11.041499999999985,Total infected,Screening 100%
137,33.0,11.1481,Total infected,Screening 100%
138,34.0,11.262699999999995,Total infected,Screening 100%
139,35.0,11.342000000000013,Total infected,Screening 100%
