day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456914	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456914	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
2	123456914	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
3	123456914	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	1
4	123456914	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
5	123456914	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
6	123456914	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
7	123456914	235	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
8	123456914	234	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
9	123456914	232	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
10	123456914	227	6	6	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	[]	0	1
11	123456914	219	1	0	0	8	2	8	2	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
12	123456914	219	1	0	0	8	1	7	4	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
13	123456914	219	1	0	0	8	1	6	5	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
14	123456914	219	1	0	0	8	1	4	7	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
15	123456914	219	1	0	0	8	1	3	8	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
16	123456914	219	1	0	0	8	1	2	9	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	1
17	123456914	218	1	1	0	8	0	3	9	0	0	0	0	0	0	0	0	72	0	0	2	0	0	[1A]	1	2
18	123456914	217	2	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
19	123456914	217	2	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
20	123456914	217	2	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
21	123456914	217	2	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
22	123456914	216	3	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
23	123456914	216	3	1	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
24	123456914	216	2	2	0	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	2	0	0	[1A]	1	2
25	123456914	223	2	3	12	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	1
26	123456914	220	5	2	13	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	1
27	123456914	220	4	3	13	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	1
28	123456914	220	3	4	13	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	2
29	123456914	219	4	4	13	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	2
30	123456914	217	6	2	15	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	1
31	123456914	217	5	3	15	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	2	0	0	[]	0	1
32	123456914	215	4	6	15	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	2	0	0	[]	0	2
33	123456914	209	8	8	15	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	2	0	0	[]	0	2
34	123456914	209	7	9	15	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	2	0	0	[]	0	2
35	123456914	209	4	11	16	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	2	0	0	[]	0	3
