day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456817	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456817	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	1	[]	0	0
2	123456817	220	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	36	4	0	1	0	0	0	0	0	50	1	[1D]	1	1
3	123456817	220	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	36	6	0	1	0	0	0	0	0	50	1	[1D]	1	1
4	123456817	219	1	0	0	19	0	1	0	0	0	0	0	0	0	0	0	58	9	0	1	0	0	0	0	0	50	2	[1D]	1	1
5	123456817	219	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	58	12	0	1	0	0	0	0	0	50	2	[1D]	1	2
6	123456817	219	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	58	14	0	1	0	0	0	0	0	50	2	[1D]	1	2
7	123456817	219	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	58	14	0	1	0	0	0	0	0	50	2	[1D]	1	2
8	123456817	219	0	0	1	19	0	1	0	0	0	0	0	0	0	0	0	58	14	0	1	0	0	0	0	0	50	2	[1D]	1	1
9	123456817	219	0	0	1	19	0	1	0	0	0	0	0	0	0	0	0	91	14	0	1	0	0	0	0	0	50	2	[1D]	1	1
