day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456916	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	0
1	123456916	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
2	123456916	236	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	0
3	123456916	236	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	[]	0	1
4	123456916	235	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	50	0	0	0	0	[]	0	1
5	123456916	233	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	50	0	0	0	0	[]	0	1
6	123456916	233	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	50	0	0	0	0	[]	0	1
7	123456916	233	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	50	0	0	0	0	[]	0	1
8	123456916	232	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
9	123456916	229	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
10	123456916	227	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	49	1	0	0	0	[]	0	1
11	123456916	219	1	0	0	8	3	7	2	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	1	0	0	0	[1D]	1	1
12	123456916	218	2	0	0	8	2	8	2	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	1	0	0	[1D]	1	2
13	123456916	218	1	1	0	8	2	6	4	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	1	0	0	[1D]	1	3
14	123456916	218	1	1	0	8	0	8	4	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	1	0	0	[1D]	1	3
15	123456916	218	0	1	1	8	0	6	6	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	1	0	0	[1D]	1	2
16	123456916	216	2	1	1	8	0	5	7	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	1	0	0	[1D]	1	2
17	123456916	214	2	3	1	8	0	5	7	0	0	0	0	0	0	0	0	72	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
18	123456916	213	2	3	2	8	0	5	7	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
19	123456916	211	2	5	2	8	0	5	7	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
20	123456916	211	2	5	2	8	0	4	8	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
21	123456916	211	1	5	3	8	0	4	8	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
22	123456916	209	2	5	4	8	0	2	10	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
23	123456916	207	4	4	5	8	0	1	11	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	2
24	123456916	202	6	7	5	8	0	0	12	0	0	0	0	0	0	0	0	105	0	0	1	0	0	49	0	0	1	0	[1D]	1	1
25	123456916	206	1	0	13	4	3	8	5	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	1
26	123456916	206	1	0	13	4	2	7	7	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	1
27	123456916	206	0	1	13	4	2	5	9	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
28	123456916	206	0	1	13	4	2	5	9	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
29	123456916	206	0	1	13	4	2	5	9	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
30	123456916	206	0	1	13	4	2	4	10	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
31	123456916	202	4	1	13	4	1	4	11	0	0	0	0	0	0	0	0	141	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
32	123456916	201	4	2	13	4	1	3	12	0	0	0	0	0	0	0	0	174	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
33	123456916	201	3	3	13	4	1	3	12	0	0	0	0	0	0	0	0	174	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
34	123456916	201	2	3	14	4	1	3	12	0	0	0	0	0	0	0	0	174	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
35	123456916	201	1	4	14	4	1	3	12	0	0	0	0	0	0	0	0	174	0	0	2	0	0	49	0	0	1	0	[2D]	1	2
