day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-agents	num-of-screened-agents-external-1	num-of-screened-agents-external-2	num-of-positive-agents	num-of-positive-agents-external-1	num-of-positive-agents-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-vaccinated-susceptible-in-quarantine	num-vaccinated-exposed-in-quarantine	num-vaccinated-infected-in-quarantine	num-vaccinated-removed-in-quarantine	num-vaccinated-susceptible-in-quarantine-external-1	num-vaccinated-exposed-in-quarantine-external-1	num-vaccinated-infected-in-quarantine-external-1	num-vaccinated-removed-in-quarantine-external-1	num-vaccinated-susceptible-in-quarantine-external-2	num-vaccinated-exposed-in-quarantine-external-2	num-vaccinated-infected-in-quarantine-external-2	num-vaccinated-removed-in-quarantine-external-2	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456869	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	[]	0	0
1	123456869	140	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	4	[]	0	0
2	123456869	137	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	6	[]	0	2
3	123456869	136	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	6	[]	0	2
4	123456869	130	7	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	6	[]	0	4
5	123456869	119	16	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	9	[]	0	4
6	123456869	114	19	8	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	14	[]	0	5
7	123456869	113	14	14	2	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	15	[]	0	6
8	123456869	100	21	18	4	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	18	[]	0	7
9	123456869	90	25	20	8	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	21	[]	0	6
