,trace,day,type
0,0,8,School screening
1,1,8,School screening
2,2,8,School screening
3,3,8,School screening
4,4,8,School screening
5,5,7,External screening
6,6,10,External screening
7,7,15,School screening
8,8,8,School screening
9,9,8,School screening
10,10,8,School screening
11,11,8,School screening
12,12,8,School screening
13,13,7,External screening
14,14,6,External screening
15,15,8,School screening
16,16,7,External screening
17,17,8,School screening
18,18,9,External screening
19,19,15,School screening
20,20,8,School screening
21,21,5,External screening
22,22,8,School screening
23,23,8,School screening
24,24,8,School screening
25,25,5,External screening
26,26,6,External screening
27,27,12,External screening
28,28,8,School screening
29,29,7,External screening
30,30,5,External screening
31,31,8,School screening
32,32,8,School screening
33,33,5,External screening
34,34,10,External screening
35,35,12,External screening
36,36,8,School screening
37,37,8,School screening
38,38,8,School screening
39,39,2,External screening
40,40,6,External screening
41,41,8,School screening
42,42,7,External screening
43,43,11,External screening
44,44,8,School screening
45,45,5,External screening
46,46,7,External screening
47,47,8,School screening
48,48,12,External screening
49,49,8,School screening
50,50,8,School screening
51,51,10,External screening
52,52,8,School screening
53,53,8,School screening
54,54,7,External screening
55,55,8,School screening
56,56,8,School screening
57,57,8,External screening
58,58,8,School screening
59,59,8,School screening
60,60,15,School screening
61,61,8,School screening
62,62,4,External screening
63,63,8,School screening
64,64,8,School screening
65,65,8,School screening
66,66,10,External screening
67,67,5,External screening
68,68,7,External screening
69,69,11,External screening
70,70,8,School screening
71,71,7,External screening
72,72,8,School screening
73,73,15,School screening
74,74,7,External screening
75,75,6,External screening
76,76,11,External screening
77,77,6,External screening
78,78,8,School screening
79,79,4,External screening
80,80,8,School screening
81,81,8,External screening
82,82,6,External screening
83,83,10,External screening
84,84,8,School screening
85,85,7,External screening
86,86,8,School screening
87,87,8,School screening
88,88,8,School screening
89,89,8,School screening
90,90,9,External screening
91,91,8,School screening
92,92,8,School screening
93,93,8,School screening
94,94,8,School screening
95,95,12,External screening
96,96,8,School screening
97,97,5,External screening
98,98,7,External screening
99,99,7,External screening
100,100,12,External screening
101,101,8,School screening
102,102,10,External screening
103,103,8,School screening
104,104,8,School screening
105,105,8,School screening
106,106,8,School screening
107,107,8,School screening
108,108,8,School screening
109,109,8,School screening
110,110,6,External screening
111,111,8,School screening
112,112,8,School screening
113,113,8,School screening
114,114,8,School screening
115,115,8,School screening
116,116,8,School screening
117,117,8,School screening
118,118,2,External screening
119,119,7,External screening
120,120,8,School screening
121,121,8,School screening
122,122,8,School screening
123,123,8,School screening
124,124,8,School screening
125,125,8,School screening
126,126,5,External screening
127,127,6,External screening
128,128,8,School screening
129,129,5,External screening
130,130,8,School screening
131,131,8,School screening
132,132,3,External screening
133,133,8,School screening
134,134,5,External screening
135,135,8,School screening
136,136,7,External screening
137,137,8,School screening
138,138,8,School screening
139,139,9,External screening
140,140,8,School screening
141,141,4,External screening
142,142,8,School screening
143,143,11,External screening
144,144,8,School screening
145,145,6,External screening
146,146,8,School screening
147,147,6,External screening
148,148,6,External screening
149,149,8,School screening
150,150,10,External screening
151,151,13,External screening
152,152,8,School screening
153,153,8,School screening
154,154,13,External screening
155,155,8,School screening
156,156,8,School screening
157,157,3,External screening
158,158,8,School screening
159,159,6,External screening
160,160,8,School screening
161,161,8,School screening
162,162,8,School screening
163,163,15,School screening
164,164,8,School screening
165,165,8,External screening
166,166,8,School screening
167,167,8,School screening
168,168,8,School screening
169,169,18,External screening
170,170,6,External screening
171,171,8,School screening
172,172,13,External screening
173,173,5,External screening
174,174,3,External screening
175,175,4,External screening
176,176,7,External screening
177,177,6,External screening
178,178,7,External screening
179,179,8,School screening
180,180,6,External screening
181,181,5,External screening
182,182,12,External screening
183,183,15,School screening
184,184,5,External screening
185,185,4,External screening
186,186,7,External screening
187,187,8,School screening
188,188,8,School screening
189,189,8,School screening
190,190,11,External screening
191,191,6,External screening
192,192,8,School screening
193,193,7,External screening
194,194,8,School screening
195,195,8,School screening
196,196,3,External screening
197,197,8,School screening
198,198,8,School screening
199,199,8,School screening
