,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,New infected,Without screening
1,2.0,0.22419999999999618,New infected,Without screening
2,3.0,0.405399999999986,New infected,Without screening
3,4.0,0.5265000000000271,New infected,Without screening
4,5.0,0.8018999999999892,New infected,Without screening
5,6.0,0.8979000000000212,New infected,Without screening
6,7.0,0.6745999999999981,New infected,Without screening
7,8.0,0.4814999999999827,New infected,Without screening
8,9.0,0.8769000000000062,New infected,Without screening
9,10.0,1.1531999999999982,New infected,Without screening
10,11.0,1.244100000000003,New infected,Without screening
11,12.0,1.5005999999999915,New infected,Without screening
12,13.0,1.6826999999999828,New infected,Without screening
13,14.0,1.1311000000000035,New infected,Without screening
14,15.0,0.8048000000000286,New infected,Without screening
15,16.0,1.2892999999999688,New infected,Without screening
16,17.0,1.5425000000000182,New infected,Without screening
17,18.0,1.7256999999999891,New infected,Without screening
18,19.0,1.8859000000000208,New infected,Without screening
19,20.0,2.180199999999985,New infected,Without screening
20,21.0,1.5065000000000168,New infected,Without screening
21,22.0,1.0590999999999724,New infected,Without screening
22,23.0,1.6206000000000245,New infected,Without screening
23,24.0,1.9449999999999932,New infected,Without screening
24,25.0,2.227100000000007,New infected,Without screening
25,26.0,2.529599999999988,New infected,Without screening
26,27.0,2.600599999999986,New infected,Without screening
27,28.0,1.9259000000000128,New infected,Without screening
28,29.0,1.4035000000000082,New infected,Without screening
29,30.0,2.1059999999999945,New infected,Without screening
30,31.0,2.4805000000000064,New infected,Without screening
31,32.0,2.7036999999999978,New infected,Without screening
32,33.0,2.9429999999999836,New infected,Without screening
33,34.0,3.317299999999989,New infected,Without screening
34,35.0,2.2752000000000123,New infected,Without screening
35,1.0,1.0,New infected,Screening 25%
36,2.0,0.23969999999997071,New infected,Screening 25%
37,3.0,0.3920999999999992,New infected,Screening 25%
38,4.0,0.5367000000000246,New infected,Screening 25%
39,5.0,0.759399999999971,New infected,Screening 25%
40,6.0,0.8217000000000212,New infected,Screening 25%
41,7.0,0.6201000000000079,New infected,Screening 25%
42,8.0,0.43990000000002283,New infected,Screening 25%
43,9.0,0.7032999999999561,New infected,Screening 25%
44,10.0,0.9733000000000231,New infected,Screening 25%
45,11.0,1.0914999999999964,New infected,Screening 25%
46,12.0,1.1554000000000144,New infected,Screening 25%
47,13.0,1.2723000000000013,New infected,Screening 25%
48,14.0,0.922300000000007,New infected,Screening 25%
49,15.0,0.6692999999999643,New infected,Screening 25%
50,16.0,0.9928000000000168,New infected,Screening 25%
51,17.0,1.1300999999999988,New infected,Screening 25%
52,18.0,1.1903999999999826,New infected,Screening 25%
53,19.0,1.3082000000000278,New infected,Screening 25%
54,20.0,1.4022999999999968,New infected,Screening 25%
55,21.0,0.9839999999999804,New infected,Screening 25%
56,22.0,0.7044000000000494,New infected,Screening 25%
57,23.0,0.9792999999999665,New infected,Screening 25%
58,24.0,1.1776000000000124,New infected,Screening 25%
59,25.0,1.300299999999993,New infected,Screening 25%
60,26.0,1.394299999999987,New infected,Screening 25%
