day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456901	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456901	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	1
2	123456901	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	1
3	123456901	238	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	0	[]	0	1
4	123456901	236	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	50	0	[]	0	1
5	123456901	235	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	50	0	[]	0	1
6	123456901	235	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	0	50	0	[]	0	1
7	123456901	235	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	0	0	0	0	50	0	[]	0	1
8	123456901	234	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	0	0	0	0	50	0	[]	0	1
9	123456901	229	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	36	5	0	0	0	0	0	0	0	50	0	[]	0	1
10	123456901	227	6	5	2	0	0	0	0	0	0	0	0	0	0	0	0	36	5	0	0	0	0	0	0	0	50	0	[]	0	1
11	123456901	219	1	0	0	8	3	6	3	0	0	0	0	0	0	0	0	72	7	0	2	0	0	0	0	0	50	0	[1A]	1	1
12	123456901	219	1	0	0	8	2	5	5	0	0	0	0	0	0	0	0	72	8	0	2	0	0	0	0	0	50	0	[1A]	1	1
13	123456901	219	1	0	0	8	2	5	5	0	0	0	0	0	0	0	0	72	8	0	2	0	0	0	0	0	50	0	[1A]	1	1
14	123456901	219	1	0	0	8	2	5	5	0	0	0	0	0	0	0	0	72	10	0	2	0	0	0	0	0	50	0	[1A]	1	1
15	123456901	219	1	0	0	8	1	5	6	0	0	0	0	0	0	0	0	72	11	0	2	0	0	0	0	0	50	0	[1A]	1	1
16	123456901	219	1	0	0	8	0	5	7	0	0	0	0	0	0	0	0	72	11	0	2	0	0	0	0	0	50	0	[1A]	1	1
17	123456901	216	3	1	0	8	0	4	8	0	0	0	0	0	0	0	0	72	11	0	2	0	0	0	0	0	50	0	[1A]	1	2
18	123456901	216	3	0	1	8	0	3	9	0	0	0	0	0	0	0	0	105	11	0	2	0	0	0	0	0	50	0	[1A]	1	1
19	123456901	216	3	0	1	8	0	2	10	0	0	0	0	0	0	0	0	105	11	0	2	0	0	0	0	0	50	0	[1A]	1	1
20	123456901	216	1	2	1	8	0	2	10	0	0	0	0	0	0	0	0	105	13	0	2	0	0	0	0	0	50	0	[1A]	1	2
21	123456901	216	1	1	2	8	0	2	10	0	0	0	0	0	0	0	0	105	13	0	2	0	0	0	0	0	50	0	[1A]	1	2
22	123456901	216	1	1	2	8	0	2	10	0	0	0	0	0	0	0	0	105	14	0	2	0	0	0	0	0	50	0	[1A]	1	2
23	123456901	216	0	2	2	8	0	2	10	0	0	0	0	0	0	0	0	105	15	0	2	0	0	0	0	0	50	0	[1A]	1	2
24	123456901	216	0	2	2	8	0	2	10	0	0	0	0	0	0	0	0	105	15	0	2	0	0	0	0	0	50	0	[1A]	1	2
25	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	16	0	2	0	0	0	0	0	50	0	[]	0	0
26	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	16	0	2	0	0	0	0	0	50	0	[]	0	0
27	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	17	0	2	0	0	0	0	0	50	0	[]	0	0
28	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	18	0	2	0	0	0	0	0	50	0	[]	0	0
29	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	19	0	2	0	0	0	0	0	50	0	[]	0	0
30	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	19	0	2	0	0	0	0	0	50	0	[]	0	0
31	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	141	20	0	2	0	0	0	0	0	50	0	[]	0	0
32	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	177	20	0	2	0	0	0	0	0	50	0	[]	0	0
33	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	177	23	0	2	0	0	0	0	0	50	0	[]	0	0
34	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	177	24	0	2	0	0	0	0	0	50	0	[]	0	0
35	123456901	224	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	177	24	0	2	0	0	0	0	0	50	0	[]	0	0
