,day,cumulative_infected,type,type_of_screening_pretty
0,1.0,0.0,Total infected,Without screening
1,2.0,0.712600000000009,Total infected,Without screening
2,3.0,2.0541000000000054,Total infected,Without screening
3,4.0,4.100100000000026,Total infected,Without screening
4,5.0,7.07110000000003,Total infected,Without screening
5,6.0,10.887800000000027,Total infected,Without screening
6,7.0,14.306399999999996,Total infected,Without screening
7,8.0,17.37349999999998,Total infected,Without screening
8,9.0,22.450500000000005,Total infected,Without screening
9,10.0,29.173099999999977,Total infected,Without screening
10,11.0,37.25629999999998,Total infected,Without screening
11,12.0,46.7107,Total infected,Without screening
12,13.0,57.07110000000003,Total infected,Without screening
13,14.0,64.86889999999997,Total infected,Without screening
14,15.0,70.7938,Total infected,Without screening
15,16.0,79.0721,Total infected,Without screening
16,17.0,88.31239999999997,Total infected,Without screening
17,18.0,97.99689999999998,Total infected,Without screening
18,19.0,107.98300000000003,Total infected,Without screening
19,20.0,117.7746,Total infected,Without screening
20,21.0,124.977,Total infected,Without screening
21,22.0,130.31130000000002,Total infected,Without screening
22,23.0,136.2283,Total infected,Without screening
23,24.0,142.2371,Total infected,Without screening
24,25.0,147.97289999999998,Total infected,Without screening
25,26.0,153.5265,Total infected,Without screening
26,27.0,158.52949999999998,Total infected,Without screening
27,28.0,162.3182,Total infected,Without screening
28,29.0,164.9669,Total infected,Without screening
29,30.0,167.964,Total infected,Without screening
30,31.0,170.9189,Total infected,Without screening
31,32.0,173.73680000000002,Total infected,Without screening
32,33.0,176.3874,Total infected,Without screening
33,34.0,179.044,Total infected,Without screening
34,35.0,181.04809999999998,Total infected,Without screening
35,1.0,0.0,Total infected,Screening 25%
36,2.0,0.7287000000000035,Total infected,Screening 25%
37,3.0,2.1186000000000433,Total infected,Screening 25%
38,4.0,4.2482000000000255,Total infected,Screening 25%
39,5.0,7.066399999999987,Total infected,Screening 25%
40,6.0,11.289300000000026,Total infected,Screening 25%
41,7.0,14.83110000000002,Total infected,Screening 25%
42,8.0,17.72969999999998,Total infected,Screening 25%
43,9.0,22.46429999999998,Total infected,Screening 25%
44,10.0,28.839100000000002,Total infected,Screening 25%
45,11.0,36.331699999999984,Total infected,Screening 25%
46,12.0,44.48540000000003,Total infected,Screening 25%
47,13.0,53.73180000000005,Total infected,Screening 25%
48,14.0,60.59209999999999,Total infected,Screening 25%
49,15.0,65.84519999999998,Total infected,Screening 25%
50,16.0,72.83000000000001,Total infected,Screening 25%
51,17.0,80.5335,Total infected,Screening 25%
52,18.0,88.56169999999997,Total infected,Screening 25%
53,19.0,96.6413,Total infected,Screening 25%
54,20.0,104.42320000000001,Total infected,Screening 25%
55,21.0,110.44239999999996,Total infected,Screening 25%
56,22.0,114.7287,Total infected,Screening 25%
57,23.0,119.3839,Total infected,Screening 25%
58,24.0,124.0019,Total infected,Screening 25%
59,25.0,128.69840000000002,Total infected,Screening 25%
60,26.0,132.98700000000002,Total infected,Screening 25%
61,27.0,137.0643,Total infected,Screening 25%
62,28.0,140.1388,Total infected,Screening 25%
63,29.0,142.44230000000002,Total infected,Screening 25%
64,30.0,144.9637,Total infected,Screening 25%
65,31.0,147.6633,Total infected,Screening 25%
66,32.0,150.2945,Total infected,Screening 25%
67,33.0,152.805,Total infected,Screening 25%
68,34.0,155.3387,Total infected,Screening 25%
69,35.0,157.32070000000002,Total infected,Screening 25%
70,1.0,0.0,Total infected,Screening 50%
71,2.0,0.7688000000000272,Total infected,Screening 50%
72,3.0,2.181899999999956,Total infected,Screening 50%
73,4.0,4.3215999999999894,Total infected,Screening 50%
74,5.0,7.384899999999959,Total infected,Screening 50%
75,6.0,11.17870000000002,Total infected,Screening 50%
76,7.0,14.349700000000041,Total infected,Screening 50%
77,8.0,17.453399999999988,Total infected,Screening 50%
78,9.0,22.25120000000004,Total infected,Screening 50%
79,10.0,28.38209999999998,Total infected,Screening 50%
80,11.0,35.6653,Total infected,Screening 50%
81,12.0,43.22719999999998,Total infected,Screening 50%
82,13.0,51.33970000000002,Total infected,Screening 50%
83,14.0,57.73270000000002,Total infected,Screening 50%
84,15.0,62.49029999999999,Total infected,Screening 50%
85,16.0,68.73979999999997,Total infected,Screening 50%
86,17.0,75.55869999999999,Total infected,Screening 50%
87,18.0,82.3589,Total infected,Screening 50%
88,19.0,88.92049999999998,Total infected,Screening 50%
89,20.0,95.20400000000004,Total infected,Screening 50%
90,21.0,99.88550000000001,Total infected,Screening 50%
91,22.0,103.37190000000001,Total infected,Screening 50%
92,23.0,107.21410000000003,Total infected,Screening 50%
93,24.0,111.184,Total infected,Screening 50%
94,25.0,115.01310000000002,Total infected,Screening 50%
95,26.0,118.55270000000002,Total infected,Screening 50%
96,27.0,122.0744,Total infected,Screening 50%
97,28.0,124.65130000000002,Total infected,Screening 50%
98,29.0,126.65419999999999,Total infected,Screening 50%
99,30.0,129.015,Total infected,Screening 50%
100,31.0,131.39499999999998,Total infected,Screening 50%
101,32.0,133.8603,Total infected,Screening 50%
102,33.0,136.4885,Total infected,Screening 50%
103,34.0,139.1196,Total infected,Screening 50%
104,35.0,141.1276,Total infected,Screening 50%
105,1.0,0.0,Total infected,Screening 100%
106,2.0,0.7789999999999964,Total infected,Screening 100%
107,3.0,2.1206000000000245,Total infected,Screening 100%
108,4.0,4.152799999999985,Total infected,Screening 100%
109,5.0,6.975899999999996,Total infected,Screening 100%
110,6.0,10.621999999999986,Total infected,Screening 100%
