day	seedRun	susceptible	exposed	infected	removed	susceptible-in-quarantine	exposed-in-quarantine	infected-in-quarantine	removed-in-quarantine	susceptible-in-quarantine-external-1	exposed-in-quarantine-external-1	infected-in-quarantine-external-1	removed-in-quarantine-external-1	susceptible-in-quarantine-external-2	exposed-in-quarantine-external-2	infected-in-quarantine-external-2	removed-in-quarantine-external-2	num-of-screened-students	num-of-screened-students-external-1	num-of-screened-students-external-2	num-of-positive-students	num-of-positive-students-external-1	num-of-positive-students-external-2	num-vaccinated-susceptible	num-vaccinated-exposed	num-vaccinated-infected	num-vaccinated-removed	num-infected-outside	classroom-in-quarantine	num-of-classroom-in-quarantine	classroom-with-at-least-one-infected
0	123456813	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	[]	0	0
1	123456813	239	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	1	[]	0	0
2	123456813	239	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	1	[]	0	1
3	123456813	237	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	50	1	[]	0	1
4	123456813	237	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	50	1	[]	0	1
5	123456813	236	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	50	1	[]	0	1
6	123456813	235	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	50	2	[]	0	1
7	123456813	235	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	50	2	[]	0	1
8	123456813	233	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	50	2	[]	0	1
9	123456813	231	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	12	7	0	0	0	0	0	0	0	50	4	[]	0	1
10	123456813	228	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	50	4	[]	0	3
11	123456813	224	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	0	0	0	0	0	0	50	4	[]	0	4
12	123456813	221	9	6	4	0	0	0	0	0	0	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	50	6	[]	0	3
13	123456813	221	7	8	4	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	50	6	[]	0	5
14	123456813	221	5	10	4	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	50	6	[]	0	6
15	123456813	215	9	12	4	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	50	6	[]	0	7
16	123456813	208	15	11	6	0	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	50	6	[]	0	6
17	123456813	204	15	14	7	0	0	0	0	0	0	0	0	0	0	0	0	24	12	0	0	0	0	0	0	0	50	6	[]	0	6
18	123456813	198	19	12	11	0	0	0	0	0	0	0	0	0	0	0	0	24	14	0	0	0	0	0	0	0	50	6	[]	0	5
19	123456813	193	20	14	13	0	0	0	0	0	0	0	0	0	0	0	0	36	15	0	0	0	0	0	0	0	50	6	[]	0	5
20	123456813	193	15	17	15	0	0	0	0	0	0	0	0	0	0	0	0	36	17	0	0	0	0	0	0	0	50	6	[]	0	7
21	123456813	193	8	23	16	0	0	0	0	0	0	0	0	0	0	0	0	36	17	0	0	0	0	0	0	0	50	6	[]	0	7
22	123456813	177	21	23	19	0	0	0	0	0	0	0	0	0	0	0	0	36	17	0	0	0	0	0	0	0	50	6	[]	0	7
23	123456813	161	31	23	25	0	0	0	0	0	0	0	0	0	0	0	0	36	18	0	0	0	0	0	0	0	50	6	[]	0	7
24	123456813	150	35	26	29	0	0	0	0	0	0	0	0	0	0	0	0	36	18	0	0	0	0	0	0	0	50	6	[]	0	6
25	123456813	134	37	27	22	0	0	0	0	3	5	2	10	0	0	0	0	36	19	0	0	1	0	0	0	0	50	6	[1C]	1	7
26	123456813	121	18	11	10	7	9	14	10	4	7	13	16	0	0	0	0	46	21	0	2	2	0	0	0	0	50	6	[1C 2B 1A 3C]	4	7
27	123456813	121	14	15	10	7	7	12	14	4	5	12	19	0	0	0	0	46	21	0	2	2	0	0	0	0	50	6	[1C 2B 1A 3C]	4	8
28	123456813	121	10	17	12	7	6	11	16	4	4	11	21	0	0	0	0	46	23	0	2	2	0	0	0	0	50	6	[1C 2B 1A 3C]	4	7
