,day,new-infected,type,type_of_screening_pretty
0,1.0,1.0,New infected,Without screening
1,2.0,0.2522000000000162,New infected,Without screening
2,3.0,0.4154999999999802,New infected,Without screening
3,4.0,0.6726999999999919,New infected,Without screening
4,5.0,0.7907000000000153,New infected,Without screening
5,6.0,0.960000000000008,New infected,Without screening
6,7.0,0.6795999999999935,New infected,Without screening
7,8.0,0.5015999999999963,New infected,Without screening
8,9.0,0.9129000000000076,New infected,Without screening
9,10.0,1.0759999999999934,New infected,Without screening
10,11.0,1.2823999999999955,New infected,Without screening
11,12.0,1.4534000000000162,New infected,Without screening
12,13.0,1.5885999999999854,New infected,Without screening
13,14.0,1.1781000000000006,New infected,Without screening
14,15.0,0.831799999999987,New infected,Without screening
15,16.0,1.2253000000000043,New infected,Without screening
16,17.0,1.468500000000006,New infected,Without screening
17,18.0,1.6245999999999867,New infected,Without screening
18,19.0,1.7438000000000216,New infected,Without screening
19,20.0,2.0459999999999923,New infected,Without screening
20,21.0,1.4395000000000095,New infected,Without screening
21,22.0,1.0339999999999918,New infected,Without screening
22,23.0,1.4684000000000026,New infected,Without screening
23,24.0,1.8119000000000085,New infected,Without screening
24,25.0,2.009999999999991,New infected,Without screening
25,26.0,2.259299999999996,New infected,Without screening
26,27.0,2.320300000000003,New infected,Without screening
27,28.0,1.7587000000000046,New infected,Without screening
28,29.0,1.1881999999999948,New infected,Without screening
29,30.0,1.8739000000000203,New infected,Without screening
30,31.0,2.1961000000000013,New infected,Without screening
31,32.0,2.5105999999999824,New infected,Without screening
32,33.0,2.627600000000001,New infected,Without screening
33,34.0,2.7606999999999857,New infected,Without screening
34,35.0,2.0301000000000045,New infected,Without screening
35,1.0,1.0,New infected,Screening 25%
36,2.0,0.21219999999999573,New infected,Screening 25%
37,3.0,0.4182999999999879,New infected,Screening 25%
38,4.0,0.5496000000000265,New infected,Screening 25%
39,5.0,0.7117999999999824,New infected,Screening 25%
40,6.0,0.8077999999999861,New infected,Screening 25%
41,7.0,0.6076000000000192,New infected,Screening 25%
42,8.0,0.4205000000000041,New infected,Screening 25%
43,9.0,0.7667999999999893,New infected,Screening 25%
44,10.0,0.9358000000000004,New infected,Screening 25%
45,11.0,1.079199999999986,New infected,Screening 25%
46,12.0,1.13900000000001,New infected,Screening 25%
47,13.0,1.1831999999999994,New infected,Screening 25%
48,14.0,0.8829000000000065,New infected,Screening 25%
49,15.0,0.5926000000000045,New infected,Screening 25%
50,16.0,0.9088999999999885,New infected,Screening 25%
51,17.0,1.0371000000000095,New infected,Screening 25%
52,18.0,1.1500999999999806,New infected,Screening 25%
53,19.0,1.1431000000000324,New infected,Screening 25%
54,20.0,1.246200000000016,New infected,Screening 25%
55,21.0,0.8858999999999924,New infected,Screening 25%
56,22.0,0.641699999999986,New infected,Screening 25%
